,ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
351,6878,1954,Graduation,Widow,"$27,421.00 ",0,0,12/12/12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,SP
1697,5068,1971,Graduation,Single,"$22,804.00 ",1,0,7/31/13,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SP
1079,9665,1957,PhD,Divorced,"$54,237.00 ",0,1,4/27/13,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,SA
1780,2461,1955,Master,Single,"$51,124.00 ",1,1,12/18/13,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,CA
722,5236,1979,Graduation,Together,"$77,568.00 ",0,1,8/25/12,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,SP
896,5835,1976,PhD,Divorced,"$14,849.00 ",1,0,7/2/13,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,SP
1948,455,1946,PhD,Married,"$51,012.00 ",0,0,4/18/13,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,SP
820,7718,1947,Master,Together,"$66,000.00 ",0,0,4/20/14,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,SP
1411,5790,1985,Graduation,Married,"$31,158.00 ",1,0,1/27/13,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,SP
1884,3006,1976,Graduation,Divorced,"$30,992.00 ",1,0,4/22/13,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA
810,10489,1973,Graduation,Married,"$92,955.00 ",0,0,8/19/13,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,0,SA
479,9150,1963,PhD,Single,"$48,918.00 ",1,1,4/12/14,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP
1922,2712,1956,Graduation,Married,"$71,866.00 ",0,1,12/25/13,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,AUS
1977,1491,1965,2n Cycle,Together,"$71,488.00 ",0,0,2/18/13,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,CA
866,9185,1966,PhD,Single,"$69,759.00 ",0,0,10/28/13,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,0,SP
1078,9729,1955,Graduation,Widow,"$58,275.00 ",1,1,6/2/13,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,GER
271,9262,1984,2n Cycle,Together,"$32,414.00 ",0,0,7/4/13,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,SA
726,3107,1976,Graduation,Together,"$71,322.00 ",0,1,5/2/14,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS
516,6646,1984,Graduation,Together,"$16,529.00 ",1,0,3/1/14,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,CA
1293,737,1949,PhD,Married,"$80,360.00 ",0,0,3/3/13,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP
1678,7514,1956,2n Cycle,Together,"$54,342.00 ",1,1,7/3/13,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,AUS
2013,5316,1976,Master,Together,"$21,024.00 ",0,0,7/4/13,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,SP
1010,7119,1982,Graduation,Single,"$68,627.00 ",0,0,1/12/13,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,SA
987,10613,1958,PhD,Together,"$37,334.00 ",1,1,2/26/14,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,SP
40,5585,1972,Graduation,Single,"$21,359.00 ",1,0,4/20/13,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,1,0,CA
1764,6460,1982,Graduation,Married,"$28,718.00 ",1,0,7/13/13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,IND
4,5371,1989,Graduation,Single,"$21,474.00 ",1,0,4/8/14,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,1,0,SP
204,2452,1971,Graduation,Together,"$34,600.00 ",1,1,1/1/13,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP
408,796,1965,2n Cycle,Divorced,"$60,161.00 ",0,1,10/23/12,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,CA
434,10102,1966,Graduation,Widow,"$79,946.00 ",0,0,5/12/14,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,SA
1091,8395,1961,Graduation,Single,"$82,014.00 ",0,0,8/20/12,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,1,0,SA
219,10909,1948,Graduation,Married,"$92,344.00 ",0,0,1/15/14,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,AUS
776,8842,1971,Graduation,Widow,"$30,372.00 ",1,1,12/25/12,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP
1302,8685,1977,Graduation,Married,"$42,014.00 ",1,0,8/17/12,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA
272,3427,1955,PhD,Married,"$59,821.00 ",0,1,4/12/13,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,SA
1295,2683,1969,Graduation,Married,"$52,413.00 ",0,2,2/2/13,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA
1240,3749,1973,Graduation,Together,"$73,926.00 ",0,0,3/2/13,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA
720,5289,1975,2n Cycle,Single,"$41,658.00 ",1,1,11/9/12,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS
985,10069,1988,Basic,Together,"$13,724.00 ",1,0,8/31/12,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,0,SA
966,10403,1978,Graduation,Together,"$16,531.00 ",1,0,6/18/14,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,CA
1082,3852,1961,Master,Together,"$74,881.00 ",1,1,3/8/13,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,IND
268,1419,1950,Graduation,Together,"$34,026.00 ",1,1,8/5/13,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,SP
757,4377,1971,Graduation,Married,"$52,914.00 ",0,1,1/7/13,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,CA
481,5493,1976,Graduation,Married,"$39,356.00 ",1,1,3/19/14,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,SP
543,4286,1970,PhD,Single,"$57,642.00 ",0,1,1/9/14,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,IND
1546,8387,1957,Graduation,Married,"$43,140.00 ",0,1,1/5/13,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,SP
2101,3641,1976,Graduation,Married,"$13,624.00 ",1,0,1/20/13,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,SP
1203,3598,1972,Graduation,Married,"$62,710.00 ",0,1,5/23/13,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP
1623,7495,1948,PhD,Married,"$56,223.00 ",0,1,12/20/13,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,SP
2130,4786,1977,Graduation,Married,"$75,330.00 ",1,1,10/4/12,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,US
1637,7124,1968,Graduation,Divorced,"$36,997.00 ",1,1,2/1/13,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,0,CA
383,87,1981,2n Cycle,Married,"$27,733.00 ",1,0,8/26/13,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,GER
1727,3559,1988,2n Cycle,Married,"$16,248.00 ",1,0,5/10/14,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,IND
1083,1000,1961,Master,Together,"$74,881.00 ",1,1,3/8/13,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,SP
347,3865,1977,2n Cycle,Together,"$20,981.00 ",0,0,4/30/13,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,CA
1760,3910,1975,Graduation,Divorced,"$83,829.00 ",0,0,10/8/13,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP
121,1945,1962,Graduation,Married,"$71,434.00 ",0,1,9/18/13,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,SP
658,6299,1968,PhD,Divorced,"$42,564.00 ",0,1,1/2/13,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,CA
590,10629,1973,2n Cycle,Married,,1,0,9/14/12,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,GER
980,9145,1972,Graduation,Single,"$72,504.00 ",0,1,4/6/13,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,CA
1816,5959,1968,Graduation,Single,"$35,893.00 ",1,1,10/15/12,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,IND
1662,4122,1975,Graduation,Married,"$79,205.00 ",0,0,8/29/12,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,1,0,SP
1649,6870,1959,PhD,Divorced,"$68,805.00 ",0,1,9/17/13,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,SP
1530,11091,1953,Graduation,Together,"$34,587.00 ",1,1,5/16/14,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,GER
89,3896,1984,Graduation,Married,"$27,255.00 ",1,0,11/7/13,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,SP
1567,10313,1975,Graduation,Married,"$48,178.00 ",1,1,10/28/12,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,SP
1021,10888,1961,Graduation,Single,"$45,938.00 ",0,0,11/3/13,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,US
760,6497,1960,Graduation,Married,"$51,651.00 ",0,1,11/7/12,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AUS
1789,10936,1965,Graduation,Married,"$72,190.00 ",0,0,2/13/13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,AUS
177,1212,1973,Graduation,Married,"$52,845.00 ",1,0,8/13/13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,SP
519,7861,1952,Master,Married,"$77,027.00 ",0,1,2/5/14,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,SP
1226,8008,1983,Graduation,Together,"$36,075.00 ",1,0,12/9/13,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP
1604,6245,1950,PhD,Together,"$59,292.00 ",0,1,6/13/13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,SP
1452,6283,1968,Master,Divorced,"$63,841.00 ",0,1,4/21/13,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SP
1774,5120,1982,2n Cycle,Together,"$66,664.00 ",0,0,9/25/12,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SA
1200,8180,1952,Master,Divorced,"$59,354.00 ",1,1,11/15/13,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US
1436,2920,1975,PhD,Single,"$52,614.00 ",0,1,12/1/12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,ME
918,2176,1972,Graduation,Married,"$80,134.00 ",1,0,5/20/13,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,0,SA
1495,10037,1993,Graduation,Single,"$74,293.00 ",0,0,5/4/14,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,SA
1961,2564,1953,Graduation,Together,"$61,278.00 ",0,1,1/4/14,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,SP
785,9216,1971,Graduation,Married,"$35,788.00 ",1,1,1/23/14,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,CA
923,2308,1954,Graduation,Married,"$46,734.00 ",0,1,11/18/12,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,SP
1790,10314,1948,PhD,Married,"$83,837.00 ",0,0,12/16/12,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,IND
1858,1612,1981,PhD,Single,,1,0,5/31/13,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,AUS
913,6103,1948,Graduation,Married,"$42,192.00 ",0,0,9/6/13,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,AUS
1835,9153,1964,PhD,Married,"$59,304.00 ",0,1,7/29/13,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,SP
1275,1139,1984,PhD,Married,"$73,356.00 ",0,0,2/6/14,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP
171,10862,1960,Master,Married,"$30,522.00 ",0,1,8/17/12,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,SP
412,8962,1975,Master,Married,"$44,319.00 ",1,1,4/17/14,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA
1906,11013,1987,Graduation,Together,"$67,605.00 ",0,0,3/31/13,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,SP
1017,7875,1949,Graduation,Married,"$72,025.00 ",0,0,4/29/14,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,1,0,AUS
1164,1710,1978,Graduation,Single,"$30,168.00 ",1,0,3/7/13,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP
1336,7192,1955,Graduation,Together,"$65,748.00 ",0,1,4/15/13,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP
270,1048,1972,Master,Married,"$35,641.00 ",1,0,7/14/13,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,SA
416,4608,1987,Graduation,Divorced,"$81,361.00 ",0,0,2/25/14,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA
2203,8541,1990,2n Cycle,Married,"$24,683.00 ",1,0,3/8/14,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,SP
2043,7270,1981,Graduation,Divorced,"$56,981.00 ",0,0,1/25/14,91,908,48,217,32,12,24,1,2,3,13,6,0,1,0,0,0,0,0,SA
1702,1362,1972,Graduation,Single,"$31,907.00 ",0,0,3/4/13,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,GER
2014,1404,1968,Graduation,Together,"$34,916.00 ",2,0,5/15/13,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,SA
1990,3083,1974,Graduation,Married,"$45,837.00 ",1,1,7/26/13,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,SP
1673,5057,1961,Master,Married,"$61,794.00 ",0,1,9/14/13,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,SP
740,5342,1976,Basic,Divorced,"$9,548.00 ",1,0,8/8/12,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA
73,3887,1970,Graduation,Single,"$27,242.00 ",1,0,11/11/12,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,1,0,IND
2068,1764,1975,Graduation,Single,"$33,955.00 ",1,0,8/9/13,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,SA
974,10727,1970,PhD,Married,"$69,084.00 ",1,0,11/19/13,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,SP
1322,4837,1965,PhD,Married,"$71,322.00 ",0,1,2/16/13,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP
1980,6977,1974,Graduation,Together,"$75,702.00 ",0,1,10/14/12,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,SP
312,6205,1967,Master,Single,"$32,557.00 ",1,0,2/24/14,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,CA
1236,3433,1955,2n Cycle,Married,"$72,635.00 ",0,0,6/3/13,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP
378,10796,1984,Master,Married,"$30,477.00 ",1,0,1/22/14,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,IND
1199,9952,1947,Master,Together,"$78,093.00 ",0,0,12/11/13,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA
1876,5734,1974,PhD,Married,"$61,917.00 ",1,1,11/20/13,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,SP
154,10673,1976,PhD,Married,"$68,397.00 ",0,1,11/17/13,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,SA
192,10270,1981,2n Cycle,Married,"$35,523.00 ",1,0,10/3/13,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,GER
1555,2410,1969,Graduation,Single,"$81,657.00 ",0,0,1/22/14,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,SP
1375,3202,1987,PhD,Married,"$51,563.00 ",0,0,10/1/12,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,SA
473,9648,1967,Graduation,Single,"$46,904.00 ",1,1,11/3/12,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,SP
1264,1045,1965,Graduation,Together,"$52,117.00 ",0,1,8/16/12,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP
1916,4998,1962,Graduation,Together,"$76,081.00 ",0,0,5/23/14,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,SP
87,4098,1973,Graduation,Married,"$24,639.00 ",1,1,1/28/14,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,AUS
1052,8975,1968,Graduation,Married,"$19,514.00 ",1,1,1/26/14,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,SP
308,1891,1980,Master,Divorced,"$78,789.00 ",0,0,8/8/12,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,SP
1119,679,1957,PhD,Married,"$37,633.00 ",1,1,9/20/12,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,SP
2057,6565,1949,Master,Married,"$76,995.00 ",0,1,3/28/13,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,US
1951,6825,1953,Graduation,Together,"$41,452.00 ",1,1,3/6/13,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,CA
2186,3231,1973,Graduation,Married,"$37,971.00 ",1,0,11/25/13,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,US
381,6507,1980,Graduation,Single,"$30,828.00 ",1,0,10/4/13,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS
632,2929,1976,Graduation,Single,"$20,180.00 ",0,0,2/20/13,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP
1027,663,1989,PhD,Single,"$33,996.00 ",0,0,9/11/13,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,SP
1213,8720,1978,2n Cycle,Together,,0,0,8/12/12,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,IND
1736,295,1989,Graduation,Single,"$81,217.00 ",0,0,7/19/13,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP
414,6521,1954,Graduation,Together,"$77,972.00 ",0,0,3/18/14,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA
937,4331,1978,Master,Together,"$85,738.00 ",0,0,1/23/14,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,SP
778,6050,1975,2n Cycle,Married,"$57,036.00 ",0,1,12/11/12,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,IND
1646,9240,1971,PhD,Single,"$60,504.00 ",0,1,2/7/14,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,SP
598,4141,1965,Graduation,Together,"$71,613.00 ",0,0,8/21/13,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US
1029,8945,1970,Graduation,Divorced,"$54,137.00 ",0,1,8/16/13,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,SA
1984,3332,1985,Graduation,Single,"$29,760.00 ",1,0,8/29/12,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,GER
2029,450,1958,Master,Together,"$42,315.00 ",0,1,7/12/13,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,US
1312,8557,1982,Graduation,Single,,1,0,6/17/13,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS
1622,5010,1988,Graduation,Single,"$25,008.00 ",1,0,2/2/14,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,SP
1259,10448,1956,Graduation,Single,"$46,998.00 ",0,1,10/22/12,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP
2211,9706,1974,PhD,Single,"$31,560.00 ",1,0,6/24/13,98,62,1,20,4,0,7,2,2,1,3,8,0,0,0,0,0,0,0,CA
1535,10955,1964,Graduation,Widow,"$85,620.00 ",0,0,1/7/14,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,0,SP
198,10669,1981,Graduation,Married,"$54,386.00 ",0,1,5/17/13,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,SP
1068,4369,1957,Master,Absurd,"$65,487.00 ",0,0,1/10/14,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,CA
1476,8553,1965,Graduation,Married,"$44,300.00 ",1,1,6/23/13,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,SP
1460,5966,1974,PhD,Married,"$45,207.00 ",1,1,11/10/12,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,SP
829,3859,1947,PhD,Together,"$73,059.00 ",0,1,8/31/13,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SA
142,10089,1974,Graduation,Divorced,"$102,692.00 ",0,0,4/5/13,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,1,0,SA
944,5207,1963,PhD,Married,"$53,378.00 ",1,1,9/24/12,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,0,SP
2128,9553,1987,Graduation,Married,"$7,500.00 ",0,0,1/9/13,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,IND
196,3009,1962,PhD,Widow,"$71,670.00 ",0,0,7/9/13,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,SP
1527,10702,1984,Graduation,Single,"$52,413.00 ",1,0,11/3/12,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,SP
315,3050,1966,Graduation,Married,"$54,198.00 ",1,1,12/17/13,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,SP
1618,713,1977,Master,Married,"$50,353.00 ",0,0,6/8/14,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,SP
759,5544,1970,Graduation,Single,"$67,384.00 ",0,1,11/10/12,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,SP
170,1911,1987,Graduation,Together,"$67,430.00 ",0,0,9/5/12,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,GER
900,4201,1962,Graduation,Single,"$57,967.00 ",0,1,3/3/13,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,0,IND
1455,7152,1983,Master,Married,"$27,100.00 ",1,0,4/5/13,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,GER
773,4216,1981,Graduation,Single,"$91,065.00 ",0,0,2/22/13,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,0,SP
2225,7212,1966,Graduation,Married,"$44,794.00 ",0,1,6/8/14,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,AUS
1615,9817,1970,Master,Single,"$44,802.00 ",0,0,8/21/12,71,853,10,143,13,10,20,2,9,4,12,8,0,0,0,0,0,0,0,IND
1341,5524,1957,Graduation,Single,"$58,138.00 ",0,0,9/4/12,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US
22,10470,1979,Master,Married,"$40,662.00 ",1,0,3/15/13,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,GER
574,1592,1970,Graduation,Married,"$90,765.00 ",0,0,1/24/14,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA
45,9595,1961,Graduation,Together,"$64,260.00 ",0,0,1/11/13,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,1,0,SP
1161,5989,1959,2n Cycle,Divorced,"$78,353.00 ",0,1,4/16/13,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA
467,9955,1954,Graduation,Together,"$39,898.00 ",0,1,2/12/13,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,SP
2151,2931,1978,Graduation,Divorced,"$71,847.00 ",0,0,9/21/12,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,SP
1101,1215,1978,Graduation,Together,"$70,440.00 ",0,0,10/8/13,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,SP
1625,6303,1986,PhD,Together,"$91,820.00 ",0,0,11/23/13,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,CA
1192,4764,1952,Master,Together,"$40,442.00 ",1,1,8/19/12,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA
442,2139,1975,Master,Married,"$7,500.00 ",1,0,10/2/13,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,AUS
1218,9589,1948,PhD,Widow,"$82,032.00 ",0,0,4/5/14,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND
319,6406,1988,Master,Married,"$78,285.00 ",0,0,10/28/13,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,GER
184,4290,1972,Graduation,Married,"$30,467.00 ",1,0,3/19/14,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,CA
1189,1077,1974,Graduation,Together,"$56,715.00 ",0,0,12/5/12,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP
